,title,artist,top_genre,year,added,bpm,nrgy,dB,live,val,dur,acous,spch,pop
737,Rude,MAGIC!,pop,2014,2024‑02‑02,144,76,-5,31,93,225,4,4,84
738,Wish You The Best,Lewis Capaldi,pop,2023,2024‑02‑02,108,46,-4,10,47,211,56,3,84
739,Die For You (with Ariana Grande) - Remix,The Weeknd,canadian contemporary r&b,2023,2024‑02‑02,67,50,-8,34,51,233,23,7,85
740,I Want It That Way,Backstreet Boys,boy band,1999,2024‑02‑02,99,69,-6,15,48,213,26,3,85
741,Leaving My Love Behind,Lewis Capaldi,pop,2019,2024‑02‑01,76,45,-5,9,14,210,65,3,70
742,Feelings,Lauv,pop,2020,2024‑02‑01,103,39,-9,8,24,190,6,3,70
743,American Town,Ed Sheeran,pop,2023,2024‑02‑01,105,65,-6,35,72,198,74,6,70
744,Till Forever Falls Apart,Ashe,alt z,2021,2024‑02‑01,100,50,-7,7,28,223,41,3,71
745,BUTTERFLIES,MAX,singer-songwriter pop,2021,2024‑02‑01,88,61,-4,9,42,191,39,4,71
746,chaotic,Tate McRae,alt z,2022,2024‑02‑01,107,37,-7,10,35,176,54,4,71
747,That Part,Lauren Spencer Smith,alt z,2023,2024‑02‑01,88,45,-9,10,36,174,13,3,71
748,Lonely (with benny blanco),Justin Bieber,canadian pop,2020,2024‑02‑01,80,24,-7,12,9,149,86,4,72
749,TO THE MOON,JNR CHOI,gambian hip hop,2021,2024‑02‑01,144,65,-12,11,39,152,5,35,71
750,Peter Pan Was Right,Anson Seabra,alt z,2022,2024‑02‑01,84,52,-8,12,24,192,22,4,71
751,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,canadian pop,2020,2024‑02‑01,146,38,-7,8,55,179,7,5,71
752,feel like shit,Tate McRae,alt z,2022,2024‑02‑01,145,38,-7,12,16,203,57,5,72
753,Intentions,Justin Bieber,canadian pop,2020,2024‑02‑01,148,55,-7,11,86,213,32,6,72
754,go,Cat Burns,uk pop,2020,2024‑02‑01,90,25,-10,9,53,215,88,4,72
755,I Quit Drinking,Kelsea Ballerini,contemporary country,2021,2024‑02‑01,95,42,-7,18,39,171,39,4,72
756,Shirt,SZA,pop,2022,2024‑02‑01,120,45,-10,9,55,182,15,10,72
757,The Alcott (feat. Taylor Swift),The National,chamber pop,2023,2024‑02‑01,156,46,-11,11,45,268,81,3,72
758,My Mind & Me,Selena Gomez,pop,2022,2024‑02‑01,144,39,-6,8,24,148,57,3,72
759,Visiting Hours,Ed Sheeran,pop,2021,2024‑02‑01,150,40,-7,7,26,216,77,3,73
760,Stay,Gracie Abrams,alt z,2019,2024‑02‑01,114,37,-10,12,43,177,88,5,73
761,Mad at Disney,salem ilese,alt z,2022,2024‑02‑01,114,62,-7,69,72,137,42,5,73
762,Holy (feat. Chance The Rapper),Justin Bieber,canadian pop,2020,2024‑02‑01,87,70,-8,9,37,212,20,36,73
763,"always, i'll care",Jeremy Zucker,alt z,2020,2024‑02‑01,105,22,-13,11,68,146,90,6,73
764,How Could You,Jessie Murph,modern country pop,2023,2024‑02‑01,147,17,-11,11,28,188,83,6,73
765,WYD Now?,Sadie Jean,alt z,2021,2024‑02‑01,181,33,-11,12,50,145,78,30,73
766,At My Worst,Pink Sweat$,bedroom soul,2020,2024‑02‑01,92,42,-6,13,67,170,78,3,73
767,Afterglow,Ed Sheeran,pop,2020,2024‑02‑01,110,32,-6,33,27,185,70,3,74
768,Poison Poison,Reneé Rapp,alt z,2023,2024‑02‑01,111,50,-7,10,68,191,20,4,74
769,Before You,Benson Boone,singer-songwriter pop,2022,2024‑02‑01,203,37,-7,13,32,188,15,4,74
770,birthday cake,Dylan Conrique,alt z,2022,2024‑02‑01,113,26,-9,11,15,205,96,4,74
771,ur so pretty,Wasia Project,,2022,2024‑02‑01,91,23,-13,15,23,132,93,3,74
772,Takeaway,The Chainsmokers,pop,2019,2024‑02‑01,100,51,-8,10,35,210,13,3,74
773,Hotel,Montell Fish,pittsburgh rap,2022,2024‑02‑01,180,43,-9,59,19,197,75,4,74
774,In The Kitchen,Reneé Rapp,alt z,2022,2024‑02‑01,79,29,-7,26,13,228,83,5,74
775,The Feels,Labrinth,indie poptimism,2023,2024‑02‑01,108,48,-5,10,15,198,2,4,74
776,All Out Of Fight,P!nk,dance pop,2023,2024‑02‑01,143,36,-7,10,28,212,62,5,75
777,Before You Go,Lewis Capaldi,pop,2019,2024‑02‑01,112,57,-5,9,18,215,60,6,75
778,This City,Sam Fischer,australian pop,2019,2024‑02‑01,74,38,-6,8,52,195,73,4,75
779,Strange,Celeste,british soul,2021,2024‑02‑01,71,8,-10,12,11,256,93,4,75
780,Pray,Jessie Murph,modern country pop,2023,2024‑02‑01,97,39,-8,10,21,146,73,6,75
781,Let Somebody Go,Coldplay,permanent wave,2021,2024‑02‑01,131,34,-9,11,16,242,19,3,75
782,I GUESS I'M IN LOVE,Clinton Kane,alt z,2021,2024‑02‑01,77,34,-7,15,22,204,88,4,75
783,this is how you fall in love,Jeremy Zucker,alt z,2021,2024‑02‑01,78,20,-12,13,27,175,73,4,75
784,Moon,Kanye West,chicago rap,2021,2024‑02‑01,162,24,-10,27,25,156,90,3,76
785,Put Your Records On,Ritt Momney,bedroom pop,2020,2024‑02‑01,91,49,-11,11,15,210,6,5,76
786,Always Been You,Jessie Murph,modern country pop,2023,2024‑02‑01,137,57,-8,8,40,132,65,5,76
787,Thousand Miles,The Kid LAROI,australian hip hop,2022,2024‑02‑01,81,66,-5,9,20,165,9,8,76
788,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,barbadian pop,2022,2024‑02‑01,177,30,-6,13,17,197,90,3,76
789,Trust Me Mate,Dean Lewis,australian pop,2023,2024‑02‑01,98,59,-4,11,27,178,60,3,76
790,Can We Kiss Forever?,Kina,sad lo-fi,2018,2024‑02‑01,110,13,-19,9,12,188,89,4,76
791,Your Power,Billie Eilish,art pop,2021,2024‑02‑01,130,28,-14,23,21,246,93,8,76
792,Be Kind (with Halsey),Marshmello,brostep,2020,2024‑02‑01,94,63,-7,5,45,173,1,5,76
793,It'll Be Okay,Shawn Mendes,canadian pop,2021,2024‑02‑01,78,29,-12,9,7,223,62,3,77
794,Smokin Out The Window,Bruno Mars,dance pop,2021,2024‑02‑01,82,62,-9,35,85,197,6,4,77
795,"10,000 Hours (with Justin Bieber)",Dan + Shay,contemporary country,2019,2024‑02‑01,90,63,-5,11,43,168,15,3,77
796,I Drink Wine,Adele,british soul,2021,2024‑02‑01,115,56,-6,12,31,376,70,5,77
797,July (feat. Leon Bridges),Noah Cyrus,alt z,2019,2024‑02‑01,73,21,-10,13,36,152,85,4,78
798,Cheating on You,Charlie Puth,pop,2019,2024‑02‑01,123,54,-7,10,60,197,1,3,78
799,Nothing,Bruno Major,singer-songwriter pop,2020,2024‑02‑01,140,27,-16,10,27,163,93,9,78
800,Cool About It,boygenius,indie pop,2023,2024‑02‑01,93,20,-14,12,41,180,90,3,78
801,Remember That Night?,Sara Kays,alt z,2020,2024‑02‑01,124,61,-11,16,55,227,59,3,78
802,IDK You Yet,Alexander 23,alt z,2020,2024‑02‑01,77,31,-12,12,20,185,89,4,78
803,"Take Me Home, Country Roads",Lana Del Rey,art pop,2023,2024‑02‑01,82,17,-13,11,30,167,92,3,78
804,Kiss Me More (feat. SZA),Doja Cat,dance pop,2021,2024‑02‑01,111,70,-4,12,74,209,24,3,78
805,If You Love Her,Forest Blakk,singer-songwriter pop,2020,2024‑02‑01,51,45,-8,11,28,217,36,3,79
806,Happiest Year,Jaymes Young,indie poptimism,2022,2024‑02‑01,113,17,-14,11,36,228,89,5,79
807,Little Freak,Harry Styles,pop,2022,2024‑02‑01,142,54,-8,10,40,202,72,4,79
808,How Do I Say Goodbye,Dean Lewis,australian pop,2022,2024‑02‑01,82,64,-6,7,39,164,21,7,79
809,Mood Swings (feat. Lil Tjay),Pop Smoke,brooklyn drill,2020,2024‑02‑01,180,60,-6,8,27,213,49,37,80
810,that way,Tate McRae,alt z,2020,2024‑02‑01,105,38,-11,39,33,175,73,16,80
811,Still Don't Know My Name,Labrinth,indie poptimism,2019,2024‑02‑01,90,63,-6,21,31,153,47,12,80
812,Hell N Back,Bakar,uk alternative hip hop,2019,2024‑02‑01,210,68,-4,11,72,214,31,57,81
813,Evergreen (You Didn’t Deserve Me At All),Omar Apollo,bedroom pop,2022,2024‑02‑01,82,34,-10,11,31,217,60,4,81
814,Die For You,Joji,viral pop,2022,2024‑02‑01,148,52,-7,29,15,212,38,5,81
815,Calling My Phone,Lil Tjay,brooklyn drill,2021,2024‑02‑01,105,39,-8,14,20,205,45,5,81
816,love nwantiti (ah ah ah),CKay,afro r&b,2019,2024‑02‑01,93,74,-4,16,53,146,37,4,81
817,Lights Are On,Tom Rosenthal,british singer-songwriter,2018,2024‑02‑01,136,4,-17,11,25,194,98,3,81
818,You Right,Doja Cat,dance pop,2021,2024‑02‑01,129,62,-6,8,44,186,2,6,82
819,Good Days,SZA,pop,2020,2024‑02‑01,121,66,-8,69,41,279,50,6,82
820,this is what falling in love feels like,JVKE,modern indie pop,2022,2024‑02‑01,129,44,-6,8,33,120,62,5,82
821,What A Time (feat. Niall Horan),Julia Michaels,pop,2019,2024‑02‑01,133,47,-6,9,39,173,66,3,82
822,Matilda,Harry Styles,pop,2022,2024‑02‑01,114,29,-10,10,39,246,90,4,82
823,Train Wreck,James Arthur,pop,2016,2024‑02‑01,77,49,-6,7,23,209,70,4,83
824,the grudge,Olivia Rodrigo,pop,2023,2024‑02‑01,128,31,-9,8,32,189,92,8,83
825,From The Start,Laufey,gen z singer-songwriter,2023,2024‑02‑01,82,41,-7,11,74,170,88,8,83
826,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,pop,2023,2024‑02‑01,142,37,-8,12,23,205,86,4,87
827,In My Room,Chance Peña,singer-songwriter pop,2022,2024‑02‑01,134,34,-14,7,10,178,52,4,84
828,Kill Bill,SZA,pop,2022,2024‑02‑01,89,73,-6,16,43,154,5,4,86
829,In The Stars,Benson Boone,singer-songwriter pop,2022,2024‑02‑01,78,54,-6,14,30,216,34,5,87
830,TELEKINESIS (feat. SZA & Future),Travis Scott,hip hop,2023,2024‑02‑01,83,54,-5,17,22,354,57,3,87
831,Say Yes To Heaven,Lana Del Rey,art pop,2023,2024‑02‑01,100,35,-12,11,17,209,71,3,90
832,Snooze,SZA,pop,2022,2024‑02‑01,143,55,-7,11,39,202,14,13,93
833,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,classic oklahoma country,2023,2024‑02‑01,78,45,-8,10,16,227,55,5,94
834,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,art pop,2023,2024‑02‑01,78,9,-18,10,14,222,96,3,95
835,Daylight,David Kushner,gen z singer-songwriter,2023,2024‑02‑01,130,43,-9,9,32,213,83,3,94
836,Water,Tyla,,2023,2024‑02‑01,117,72,-3,14,52,200,9,8,95
837,My Love Mine All Mine,Mitski,brooklyn indie,2023,2024‑02‑01,114,31,-15,16,12,138,87,3,99
838,I Wanna Be Yours,Arctic Monkeys,garage rock,2013,2024‑02‑01,68,42,-9,10,48,184,14,3,96
839,More Than You Know,Axwell /\ Ingrosso,edm,2017,2024‑02‑01,123,74,-5,31,57,203,3,3,83
840,High Hopes,Panic! At The Disco,modern rock,2018,2024‑02‑01,82,90,-3,6,68,191,19,6,83
841,golden hour,JVKE,modern indie pop,2022,2024‑02‑01,94,59,-5,25,15,209,65,3,83
842,Dynamite,BTS,k-pop,2020,2024‑02‑01,114,77,-4,9,74,199,1,10,83
843,death bed (coffee for your head),Powfu,sad lo-fi,2020,2024‑02‑01,144,43,-9,70,35,173,73,14,83
844,Bad Liar,Imagine Dragons,modern rock,2018,2024‑02‑01,178,64,-7,37,8,261,7,7,83
845,2002,Anne-Marie,pop,2018,2024‑02‑01,96,68,-3,14,60,187,4,12,84
846,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,canadian contemporary r&b,2021,2024‑02‑01,118,83,-5,9,59,191,2,3,84
847,Glimpse of Us,Joji,viral pop,2022,2024‑02‑01,170,32,-9,14,27,233,89,5,84
848,Late Night Talking,Harry Styles,pop,2022,2024‑02‑01,115,73,-5,11,90,178,30,5,85
849,Running Up That Hill (A Deal With God),Kate Bush,art pop,1985,2024‑02‑01,108,55,-13,6,19,299,72,5,84
850,Infinity,Jaymes Young,indie poptimism,2017,2024‑02‑01,122,67,-7,30,49,238,15,4,84
851,Adore You,Harry Styles,pop,2019,2024‑02‑01,99,77,-4,10,57,207,2,5,85
852,Unholy (feat. Kim Petras),Sam Smith,pop,2022,2024‑02‑01,131,47,-7,27,24,157,1,9,85
853,Bad Habits,Ed Sheeran,pop,2021,2024‑02‑01,126,89,-4,37,54,231,5,3,85
854,Youngblood,5 Seconds of Summer,boy band,2018,2024‑02‑01,120,85,-5,12,15,203,2,46,85
855,CUFF IT,Beyoncé,pop,2022,2024‑02‑01,115,69,-6,7,64,225,4,14,85
856,Sweet but Psycho,Ava Max,pop,2020,2024‑02‑01,133,71,-5,17,62,187,7,5,85
857,bad guy,Billie Eilish,art pop,2019,2024‑02‑01,135,43,-11,10,56,194,33,38,85
858,I Like You (A Happier Song) (with Doja Cat),Post Malone,dfw rap,2022,2024‑02‑01,101,67,-6,12,47,193,12,8,85
859,Made You Look,Meghan Trainor,hip pop,2022,2024‑02‑01,145,53,-4,8,88,134,35,7,85
860,Beggin',Måneskin,indie rock italiano,2017,2024‑02‑01,134,80,-5,36,59,212,13,5,85
861,Falling,Harry Styles,pop,2019,2024‑02‑01,110,27,-7,9,6,240,84,3,85
862,good 4 u,Olivia Rodrigo,pop,2021,2024‑02‑01,167,66,-5,8,69,178,34,15,87
863,"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap,argentine hip hop,2023,2024‑02‑01,122,63,-6,9,50,218,27,5,85
864,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,2018,2024‑02‑01,90,48,-6,7,91,158,56,5,86
865,People,Libianca,afrobeats,2022,2024‑02‑01,124,42,-8,10,69,185,55,7,86
866,Woman,Doja Cat,dance pop,2021,2024‑02‑01,108,76,-4,12,88,173,9,9,86
867,Escapism.,RAYE,uk contemporary r&b,2023,2024‑02‑01,96,74,-5,9,25,272,14,11,86
868,everything i wanted,Billie Eilish,art pop,2019,2024‑02‑01,120,23,-14,11,24,245,90,10,86
869,Shallow,Lady Gaga,art pop,2018,2024‑02‑01,96,39,-6,23,32,216,37,3,87
870,traitor,Olivia Rodrigo,pop,2021,2024‑02‑01,101,34,-8,12,8,229,69,3,88
871,telepatía,Kali Uchis,colombian pop,2020,2024‑02‑01,84,52,-9,20,55,160,11,5,87
872,ceilings,Lizzy McAlpine,alt z,2022,2024‑02‑01,148,32,-12,22,26,183,47,3,87
873,Die For You (with Ariana Grande) - Remix,The Weeknd,canadian contemporary r&b,2023,2024‑02‑01,67,52,-7,29,52,233,26,6,74
874,Happier,Marshmello,brostep,2018,2024‑02‑01,100,79,-3,17,67,214,19,5,87
875,deja vu,Olivia Rodrigo,pop,2021,2024‑02‑01,181,61,-7,37,18,216,58,11,88
876,Karma,Taylor Swift,pop,2022,2024‑02‑01,90,62,-7,48,10,205,7,7,87
877,drivers license,Olivia Rodrigo,pop,2021,2024‑02‑01,144,43,-9,11,14,242,77,6,88
878,Attention,Charlie Puth,pop,2018,2024‑02‑01,100,61,-5,13,80,209,11,5,86
879,Here With Me,d4vd,bedroom pop,2023,2024‑02‑01,132,46,-9,12,30,242,54,3,90
880,Ghost,Justin Bieber,canadian pop,2021,2024‑02‑01,154,74,-6,41,47,153,18,5,76
881,Believer,Imagine Dragons,modern rock,2017,2024‑02‑01,125,78,-4,8,67,204,6,13,90
882,I'm Good (Blue),David Guetta,big room,2022,2024‑02‑01,128,97,-4,37,30,175,0,3,92
883,STAY (with Justin Bieber),The Kid LAROI,australian hip hop,2021,2024‑02‑01,170,76,-5,10,48,142,4,5,85
884,Love Me,Justin Bieber,canadian pop,2009,2024‑02‑01,125,87,-3,28,63,192,1,6,71
885,In the Name of Love,Martin Garrix,dutch edm,2016,2024‑02‑01,134,52,-6,45,17,196,11,4,83
886,Mine,Bazzi,pop,2018,2024‑02‑01,143,79,-4,45,72,131,2,7,76
887,Anyone,Justin Bieber,canadian pop,2021,2024‑02‑01,116,52,-8,11,58,191,19,3,73
888,Eastside (with Halsey & Khalid),benny blanco,pop,2018,2024‑02‑01,90,69,-8,20,33,171,55,24,82
889,The Lazy Song,Bruno Mars,dance pop,2010,2024‑02‑01,175,71,-5,10,96,189,30,7,82
890,I Don't Care (with Justin Bieber),Ed Sheeran,pop,2019,2024‑02‑01,102,68,-5,9,84,220,9,4,74
891,Come Around Me,Justin Bieber,canadian pop,2020,2024‑02‑01,158,68,-8,10,77,201,26,4,67
892,Eyes Closed,Ed Sheeran,pop,2023,2024‑02‑01,107,52,-7,9,31,195,25,7,84
893,Treasure,Bruno Mars,dance pop,2012,2024‑02‑01,116,69,-5,32,94,179,4,4,84
894,Hold On,Justin Bieber,canadian pop,2021,2024‑02‑01,140,63,-6,12,30,171,1,4,74
895,"10,000 Hours (with Justin Bieber)",Dan + Shay,contemporary country,2021,2024‑02‑01,90,63,-5,11,43,168,15,3,73
896,That's What I Like,Bruno Mars,dance pop,2016,2024‑02‑01,134,56,-5,9,86,207,1,4,89
897,Yummy,Justin Bieber,canadian pop,2020,2024‑02‑01,146,51,-7,12,50,209,35,10,71
898,Shivers,Ed Sheeran,pop,2021,2024‑02‑01,141,86,-3,4,82,208,28,9,87
899,Left and Right (Feat. Jung Kook of BTS),Charlie Puth,pop,2022,2024‑02‑01,101,59,-5,9,72,154,62,3,83
900,Someone You Loved,Lewis Capaldi,pop,2019,2024‑02‑01,110,41,-6,11,45,182,75,3,91
901,Cold Water (feat. Justin Bieber & MØ),Major Lazer,dance pop,2016,2024‑02‑01,93,80,-5,16,50,185,7,4,79
902,Good For You,Selena Gomez,pop,2015,2024‑02‑01,89,67,-6,7,22,221,18,6,38
903,Teenage Dream,Katy Perry,pop,2010,2024‑02‑01,120,80,-5,13,59,228,2,4,75
904,Sunroof,Nicky Youre,singer-songwriter pop,2023,2024‑02‑01,131,71,-5,15,84,163,35,4,86
905,Mood (feat. iann dior),24kGoldn,cali rap,2021,2024‑02‑01,91,72,-4,32,73,141,17,4,82
906,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,2019,2024‑02‑01,90,52,-4,7,93,158,53,6,88
907,Nights Like This (feat. Ty Dolla $ign),Kehlani,pop,2019,2024‑02‑01,146,73,-5,15,29,202,37,15,80
908,Let Me Love You,DJ Snake,edm,2016,2024‑02‑01,100,72,-5,14,16,206,9,3,88
909,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,canadian pop,2021,2024‑02‑01,90,70,-6,42,46,198,32,12,83
910,Nothin On You,B.o.B,atl hip hop,2019,2024‑02‑01,104,88,-5,8,75,270,44,5,51
911,greedy,Tate McRae,alt z,2023,2024‑02‑01,111,73,-3,11,84,132,26,3,100
912,Lean On (feat. MØ & DJ Snake),Major Lazer,dance pop,2015,2024‑02‑01,98,81,-3,56,27,177,0,6,84
913,Intentions (feat. Quavo),Justin Bieber,canadian pop,2020,2024‑02‑01,148,55,-7,10,87,213,30,6,77
914,Leave The Door Open,Bruno Mars,dance pop,2021,2024‑02‑01,148,62,-8,9,72,242,18,3,83
915,Sorry,Justin Bieber,canadian pop,2015,2024‑02‑01,100,76,-4,30,41,201,8,5,71
916,Love Yourself,Justin Bieber,canadian pop,2015,2024‑02‑01,100,38,-10,28,52,234,84,44,72
917,Beauty And A Beat,Justin Bieber,canadian pop,2012,2024‑02‑01,128,84,-5,7,53,228,0,6,84
918,STAY (with Justin Bieber),The Kid LAROI,australian hip hop,2021,2024‑02‑01,170,76,-5,10,48,142,4,5,85
919,Tattooed Heart,Ariana Grande,pop,2013,2024‑02‑01,72,52,-4,14,32,195,41,3,64
920,test drive,Ariana Grande,pop,2021,2024‑02‑01,115,71,-5,12,32,122,3,5,66
921,everytime,Ariana Grande,pop,2018,2024‑02‑01,148,61,-7,10,66,172,19,4,76
922,off the table (with The Weeknd),Ariana Grande,pop,2020,2024‑02‑01,101,52,-7,40,39,240,51,7,58
923,Quit (feat. Ariana Grande),Cashmere Cat,downtempo,2017,2024‑02‑01,87,41,-7,10,14,258,11,4,67
924,Almost Is Never Enough,Ariana Grande,pop,2013,2024‑02‑01,81,33,-7,10,33,328,83,4,71
925,imagine,Ariana Grande,pop,2019,2024‑02‑01,63,48,-5,12,37,212,38,4,72
926,safety net (feat. Ty Dolla $ign),Ariana Grande,pop,2020,2024‑02‑01,162,60,-6,10,9,208,7,4,59
927,Met Him Last Night (feat. Ariana Grande),Demi Lovato,pop,2021,2024‑02‑01,145,51,-5,10,12,205,22,3,61
928,Rain On Me (with Ariana Grande),Lady Gaga,art pop,2020,2024‑02‑01,123,86,-4,32,65,182,2,4,74
929,bad idea,Ariana Grande,pop,2019,2024‑02‑01,138,58,-5,10,57,267,3,7,71
930,needy,Ariana Grande,pop,2019,2024‑02‑01,87,31,-8,20,20,172,78,4,75
931,Be Alright,Ariana Grande,pop,2016,2024‑02‑01,109,46,-8,11,59,179,17,7,64
932,just like magic,Ariana Grande,pop,2020,2024‑02‑01,128,61,-5,12,44,150,11,21,61
933,Bang Bang,Jessie J,dance pop,2014,2024‑02‑01,150,78,-3,37,74,199,32,10,46
934,Everyday,Ariana Grande,pop,2016,2024‑02‑01,131,73,-4,16,43,195,2,6,79
935,Let Me Love You,Ariana Grande,pop,2016,2024‑02‑01,103,44,-8,24,8,224,3,13,72
936,boyfriend (with Social House),Ariana Grande,pop,2019,2024‑02‑01,190,80,-4,16,70,186,12,46,81
937,motive (with Doja Cat),Ariana Grande,pop,2020,2024‑02‑01,117,74,-6,17,66,168,7,7,78
938,breathin,Ariana Grande,pop,2018,2024‑02‑01,100,66,-5,21,36,198,2,4,74
939,Problem,Ariana Grande,pop,2014,2024‑02‑01,103,81,-5,16,63,194,2,15,43
940,pov,Ariana Grande,pop,2020,2024‑02‑01,132,53,-6,10,17,202,36,6,67
941,"break up with your girlfriend, i'm bored",Ariana Grande,pop,2019,2024‑02‑01,170,55,-5,11,34,190,4,9,79
942,Break Free,Ariana Grande,pop,2014,2024‑02‑01,130,70,-5,20,28,215,1,5,42
943,The Way,Ariana Grande,pop,2013,2024‑02‑01,82,88,-3,8,86,227,29,11,71
944,34+35,Ariana Grande,pop,2020,2024‑02‑01,110,59,-6,25,49,174,24,9,81
945,Side To Side,Ariana Grande,pop,2016,2024‑02‑01,159,74,-6,24,61,226,5,23,80
946,no tears left to cry,Ariana Grande,pop,2018,2024‑02‑01,122,71,-6,29,35,206,4,6,81
947,One Last Time,Ariana Grande,pop,2014,2024‑02‑01,125,59,-5,10,10,197,9,3,52
948,positions,Ariana Grande,pop,2020,2024‑02‑01,144,80,-5,9,68,172,47,9,84
949,"thank u, next",Ariana Grande,pop,2019,2024‑02‑01,107,65,-6,10,41,207,23,7,84
950,Into You,Ariana Grande,pop,2016,2024‑02‑01,108,73,-6,14,37,244,2,11,82
951,Dangerous Woman,Ariana Grande,pop,2016,2024‑02‑01,134,60,-5,36,29,236,5,4,84
952,Santa Tell Me,Ariana Grande,pop,2014,2024‑02‑01,192,62,-7,29,59,204,5,12,88
953,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,The Weeknd,canadian contemporary r&b,2020,2024‑02‑01,118,83,-5,9,59,191,2,3,85
954,"yes, and?",Ariana Grande,pop,2024,2024‑02‑01,119,76,-7,10,82,215,20,5,97
955,7 rings,Ariana Grande,pop,2019,2024‑02‑01,140,32,-11,9,33,179,59,33,87
956,bloodline,Ariana Grande,pop,2019,2024‑02‑01,152,67,-5,22,64,217,8,8,84
957,High For This,The Weeknd,canadian contemporary r&b,2012,2024‑02‑01,75,40,-9,8,7,247,74,8,71
958,In The Night,The Weeknd,canadian contemporary r&b,2015,2024‑02‑01,168,68,-5,5,54,236,8,7,78
959,Wicked Games,The Weeknd,canadian contemporary r&b,2012,2024‑02‑01,114,59,-5,33,33,324,1,3,73
960,Often,The Weeknd,canadian contemporary r&b,2015,2024‑02‑01,134,63,-10,14,7,249,22,5,83
961,Party Monster,The Weeknd,canadian contemporary r&b,2016,2024‑02‑01,78,63,-8,26,22,249,19,11,84
962,Less Than Zero,The Weeknd,canadian contemporary r&b,2022,2024‑02‑01,143,79,-6,8,50,212,0,3,79
963,Nothing Is Lost (You Give Me Strength),The Weeknd,canadian contemporary r&b,2022,2024‑02‑01,127,69,-8,12,12,268,0,3,68
964,Pray For Me,The Weeknd,canadian contemporary r&b,2021,2024‑02‑01,101,68,-5,11,20,211,9,9,82
965,Lost in the Fire (feat. The Weeknd),Gesaffelstein,dark clubbing,2019,2024‑02‑01,101,67,-12,12,17,202,9,4,86
966,Out of Time,The Weeknd,canadian contemporary r&b,2022,2024‑02‑01,93,76,-4,34,84,214,26,4,81
967,Heartless,The Weeknd,canadian contemporary r&b,2020,2024‑02‑01,170,75,-6,16,25,198,2,15,85
968,Is There Someone Else?,The Weeknd,canadian contemporary r&b,2022,2024‑02‑01,135,59,-8,16,61,199,4,3,88
969,Die For You,The Weeknd,canadian contemporary r&b,2016,2024‑02‑01,133,53,-7,13,51,260,11,6,85
970,Take My Breath,The Weeknd,canadian contemporary r&b,2022,2024‑02‑01,121,77,-7,24,35,339,1,4,77
971,You Right,Doja Cat,dance pop,2021,2024‑02‑01,129,62,-6,8,44,186,2,6,69
972,Sacrifice,The Weeknd,canadian contemporary r&b,2022,2024‑02‑01,122,80,-7,7,91,189,3,11,76
973,I Was Never There,The Weeknd,canadian contemporary r&b,2018,2024‑02‑01,113,74,-4,16,16,241,14,3,88
974,In Your Eyes,The Weeknd,canadian contemporary r&b,2020,2024‑02‑01,100,72,-5,7,72,238,0,3,80
975,Love Me Harder,Ariana Grande,pop,2014,2024‑02‑01,99,71,-4,8,24,236,1,3,49
976,One Right Now (with The Weeknd),Post Malone,dfw rap,2021,2024‑02‑01,97,78,-5,8,69,194,4,5,75
977,A Lesser Man,The Weeknd,canadian contemporary r&b,2023,2024‑02‑01,140,53,-9,32,16,299,1,3,69
978,Reminder,The Weeknd,canadian contemporary r&b,2016,2024‑02‑01,160,51,-7,16,39,219,14,19,88
979,Stargirl Interlude,The Weeknd,canadian contemporary r&b,2016,2024‑02‑01,180,47,-13,11,44,112,35,12,80
980,The Party & The After Party,The Weeknd,canadian contemporary r&b,2011,2024‑02‑01,102,58,-10,9,16,460,22,4,80
981,Moth To A Flame (with The Weeknd),Swedish House Mafia,edm,2022,2024‑02‑01,120,66,-7,11,11,234,0,4,83
982,After Hours,The Weeknd,canadian contemporary r&b,2020,2024‑02‑01,109,57,-6,12,14,361,8,3,87
983,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,canadian contemporary r&b,2014,2024‑02‑01,120,38,-6,10,43,252,39,3,78
984,"False Idols (with Lil Baby, Suzanna Son)",The Weeknd,canadian contemporary r&b,2023,2024‑02‑01,120,61,-5,10,12,262,21,3,72
985,I Feel It Coming,The Weeknd,canadian contemporary r&b,2016,2024‑02‑01,93,82,-6,7,59,269,43,12,82
986,Call Out My Name,The Weeknd,canadian contemporary r&b,2018,2024‑02‑01,134,59,-5,31,18,228,17,4,89
987,The Hills,The Weeknd,canadian contemporary r&b,2015,2024‑02‑01,113,56,-7,14,14,242,7,5,90
988,Can't Feel My Face,The Weeknd,canadian contemporary r&b,2015,2024‑02‑01,108,77,-6,11,58,214,11,4,87
